Domain,Base Domain,Canonical URL,Agency,Branch,Participates in DAP?
www.lincs.ed.gov,ed.gov,https://www.lincs.ed.gov,Department of Education,Executive,No
www.myeddebt.ed.gov,ed.gov,https://www.myeddebt.ed.gov,Department of Education,Executive,No
www.nationalblueribbonschools.ed.gov,ed.gov,http://www.nationalblueribbonschools.ed.gov,Department of Education,Executive,No
www.ncela.ed.gov,ed.gov,http://www.ncela.ed.gov,Department of Education,Executive,No
www.nces.ed.gov,ed.gov,http://www.nces.ed.gov,Department of Education,Executive,No
www.ncrtm.ed.gov,ed.gov,http://www.ncrtm.ed.gov,Department of Education,Executive,No
www.nslds.ed.gov,ed.gov,https://www.nslds.ed.gov,Department of Education,Executive,No
www.nsldsfap.ed.gov,ed.gov,https://www.nsldsfap.ed.gov,Department of Education,Executive,No
www.nsldstraining.ed.gov,ed.gov,https://www.nsldstraining.ed.gov,Department of Education,Executive,No
www.octs.ed.gov,ed.gov,http://www.octs.ed.gov,Department of Education,Executive,No
www.origin2-ifapmedia.ed.gov,ed.gov,http://www.origin2-ifapmedia.ed.gov,Department of Education,Executive,No
www.pdp.ed.gov,ed.gov,http://www.pdp.ed.gov,Department of Education,Executive,No
www.pin.ed.gov,ed.gov,https://www.pin.ed.gov,Department of Education,Executive,No
www.rems.ed.gov,ed.gov,http://www.rems.ed.gov,Department of Education,Executive,No
www.rsa.drf.ed.gov,ed.gov,http://www.rsa.drf.ed.gov,Department of Education,Executive,No
www.studentaid.ed.gov,ed.gov,http://www.studentaid.ed.gov,Department of Education,Executive,No
www.tcli.ed.gov,ed.gov,https://www.tcli.ed.gov,Department of Education,Executive,No
www.tech.ed.gov,ed.gov,https://www.tech.ed.gov,Department of Education,Executive,No
www.whatworks.ed.gov,ed.gov,http://www.whatworks.ed.gov,Department of Education,Executive,No
www.y4y.ed.gov,ed.gov,https://www.y4y.ed.gov,Department of Education,Executive,No
www2.ed.gov,ed.gov,http://www2.ed.gov,Department of Education,Executive,Yes
y4y.ed.gov,ed.gov,http://y4y.ed.gov,Department of Education,Executive,No
eda.gov,eda.gov,https://eda.gov,Department of Commerce,Executive,Yes
edaocs1.eda.gov,eda.gov,http://edaocs1.eda.gov,Department of Commerce,Executive,No
search.eda.gov,eda.gov,https://search.eda.gov,Department of Commerce,Executive,Yes
edpubs.gov,edpubs.gov,https://edpubs.gov,Department of Education,Executive,Yes
reports.edpubs.gov,edpubs.gov,https://reports.edpubs.gov,Department of Education,Executive,No
aws01.eeoc.gov,eeoc.gov,http://aws01.eeoc.gov,Equal Employment Opportunity Commission,Executive,No
awsoig.eeoc.gov,eeoc.gov,http://awsoig.eeoc.gov,Equal Employment Opportunity Commission,Executive,No
bi.eeoc.gov,eeoc.gov,http://bi.eeoc.gov,Equal Employment Opportunity Commission,Executive,No
eeoc.gov,eeoc.gov,https://www.eeoc.gov,Equal Employment Opportunity Commission,Executive,Yes
eeotraining.eeoc.gov,eeoc.gov,http://eeotraining.eeoc.gov,Equal Employment Opportunity Commission,Executive,No
efm.surveys.eeoc.gov,eeoc.gov,http://efm.surveys.eeoc.gov,Equal Employment Opportunity Commission,Executive,No
egov.eeoc.gov,eeoc.gov,https://egov.eeoc.gov,Equal Employment Opportunity Commission,Executive,No
ims.eeoc.gov,eeoc.gov,http://ims.eeoc.gov,Equal Employment Opportunity Commission,Executive,No
oig.eeoc.gov,eeoc.gov,https://oig.eeoc.gov,Equal Employment Opportunity Commission,Executive,No
publicportal.eeoc.gov,eeoc.gov,http://publicportal.eeoc.gov,Equal Employment Opportunity Commission,Executive,No
publicportalfoiapal.eeoc.gov,eeoc.gov,http://publicportalfoiapal.eeoc.gov,Equal Employment Opportunity Commission,Executive,No
scheduling.eeoc.gov,eeoc.gov,https://scheduling.eeoc.gov,Equal Employment Opportunity Commission,Executive,No
surveys.eeoc.gov,eeoc.gov,http://surveys.eeoc.gov,Equal Employment Opportunity Commission,Executive,No
vpcmts.eeoc.gov,eeoc.gov,http://vpcmts.eeoc.gov,Equal Employment Opportunity Commission,Executive,No
webmail.eeoc.gov,eeoc.gov,https://webmail.eeoc.gov,Equal Employment Opportunity Commission,Executive,No
webmail2.eeoc.gov,eeoc.gov,https://webmail2.eeoc.gov,Equal Employment Opportunity Commission,Executive,No
www.eeotraining.eeoc.gov,eeoc.gov,http://www.eeotraining.eeoc.gov,Equal Employment Opportunity Commission,Executive,No
www.youth.eeoc.gov,eeoc.gov,http://www.youth.eeoc.gov,Equal Employment Opportunity Commission,Executive,No
www1.eeoc.gov,eeoc.gov,https://www1.eeoc.gov,Equal Employment Opportunity Commission,Executive,Yes
youth.eeoc.gov,eeoc.gov,http://www.youth.eeoc.gov,Equal Employment Opportunity Commission,Executive,No
de.eftps.gov,eftps.gov,https://de.eftps.gov,Department of the Treasury,Executive,No
download.eftps.gov,eftps.gov,http://download.eftps.gov,Department of the Treasury,Executive,No
eftps.gov,eftps.gov,https://www.eftps.gov,Department of the Treasury,Executive,No
u01.eftps.gov,eftps.gov,http://u01.eftps.gov,Department of the Treasury,Executive,No
u02.eftps.gov,eftps.gov,http://u02.eftps.gov,Department of the Treasury,Executive,No
u03.eftps.gov,eftps.gov,http://u03.eftps.gov,Department of the Treasury,Executive,No
u09.eftps.gov,eftps.gov,http://u09.eftps.gov,Department of the Treasury,Executive,No
u10.eftps.gov,eftps.gov,https://u10.eftps.gov,Department of the Treasury,Executive,No
u11.eftps.gov,eftps.gov,https://u11.eftps.gov,Department of the Treasury,Executive,No
access.eia.gov,eia.gov,http://access.eia.gov,Department of Energy,Executive,No
api.eia.gov,eia.gov,http://api.eia.gov,Department of Energy,Executive,No
bi.eia4usa.eia.gov,eia.gov,http://bi.eia4usa.eia.gov,Department of Energy,Executive,No
bi2.eia4usa.eia.gov,eia.gov,http://bi2.eia4usa.eia.gov,Department of Energy,Executive,No
eia.gov,eia.gov,http://www.eia.gov,Department of Energy,Executive,No
entry.eiavpngw.eia.gov,eia.gov,https://entry.eiavpngw.eia.gov,Department of Energy,Executive,No
entry2.eiavpngw.eia.gov,eia.gov,http://entry2.eiavpngw.eia.gov,Department of Energy,Executive,No
ir.eia.gov,eia.gov,http://ir.eia.gov,Department of Energy,Executive,No
signon.eia.gov,eia.gov,http://signon.eia.gov,Department of Energy,Executive,No
tonto.eia.gov,eia.gov,http://tonto.eia.gov,Department of Energy,Executive,No
webmail.eia.gov,eia.gov,https://webmail.eia.gov,Department of Energy,Executive,No
wnew.www.eia.gov,eia.gov,http://wnew.www.eia.gov,Department of Energy,Executive,No
eisenhowermemorial.gov,eisenhowermemorial.gov,http://eisenhowermemorial.gov,General Services Administration,Executive,Yes
legacy.eisenhowermemorial.gov,eisenhowermemorial.gov,http://legacy.eisenhowermemorial.gov,General Services Administration,Executive,No
timeline.eisenhowermemorial.gov,eisenhowermemorial.gov,http://timeline.eisenhowermemorial.gov,General Services Administration,Executive,No
eldercare.gov,eldercare.gov,http://eldercare.gov,Department of Health And Human Services,Executive,No
admin.employeeexpress.gov,employeeexpress.gov,https://admin.employeeexpress.gov,Office of Personnel Management,Executive,No
admin.test.employeeexpress.gov,employeeexpress.gov,https://admin.test.employeeexpress.gov,Office of Personnel Management,Executive,No
admin.uat.employeeexpress.gov,employeeexpress.gov,https://admin.uat.employeeexpress.gov,Office of Personnel Management,Executive,No
authentication.employeeexpress.gov,employeeexpress.gov,https://authentication.employeeexpress.gov,Office of Personnel Management,Executive,No
authenticationtest.employeeexpress.gov,employeeexpress.gov,https://authenticationtest.employeeexpress.gov,Office of Personnel Management,Executive,No
cfc.employeeexpress.gov,employeeexpress.gov,https://cfc.employeeexpress.gov,Office of Personnel Management,Executive,No
cfc.test.employeeexpress.gov,employeeexpress.gov,https://cfc.test.employeeexpress.gov,Office of Personnel Management,Executive,No
cfc.uat.employeeexpress.gov,employeeexpress.gov,https://cfc.uat.employeeexpress.gov,Office of Personnel Management,Executive,No
employeeexpress.gov,employeeexpress.gov,https://www.employeeexpress.gov,Office of Personnel Management,Executive,No
test.employeeexpress.gov,employeeexpress.gov,https://test.employeeexpress.gov,Office of Personnel Management,Executive,No
uat.employeeexpress.gov,employeeexpress.gov,https://uat.employeeexpress.gov,Office of Personnel Management,Executive,No
dhs.empowhr.gov,empowhr.gov,https://dhs.empowhr.gov,Department of Agriculture,Executive,No
empowhr.gov,empowhr.gov,https://empowhr.gov,Department of Agriculture,Executive,No
train.empowhr.gov,empowhr.gov,https://train.empowhr.gov,Department of Agriculture,Executive,No
uat.empowhr.gov,empowhr.gov,http://uat.empowhr.gov,Department of Agriculture,Executive,No
usda.empowhr.gov,empowhr.gov,https://usda.empowhr.gov,Department of Agriculture,Executive,No
ems.gov,ems.gov,https://www.ems.gov,Department of Transportation,Executive,No
endingthedocumentgame.gov,endingthedocumentgame.gov,https://endingthedocumentgame.gov,Department of Health And Human Services,Executive,No
a2e.energy.gov,energy.gov,https://a2e.energy.gov,Department of Energy,Executive,No
app.fossil.energy.gov,energy.gov,https://app.fossil.energy.gov,Department of Energy,Executive,No
appc.transcom.energy.gov,energy.gov,http://appc.transcom.energy.gov,Department of Energy,Executive,No
apply.loanprograms.energy.gov,energy.gov,https://apply.loanprograms.energy.gov,Department of Energy,Executive,No
apps.transcom.energy.gov,energy.gov,http://apps.transcom.energy.gov,Department of Energy,Executive,No
arpa-e-foa.energy.gov,energy.gov,https://arpa-e-foa.energy.gov,Department of Energy,Executive,No
arpa-e.energy.gov,energy.gov,https://arpa-e.energy.gov,Department of Energy,Executive,No
asb.nnsa.energy.gov,energy.gov,http://asb.nnsa.energy.gov,Department of Energy,Executive,No
asr.science.energy.gov,energy.gov,http://asr.science.energy.gov,Department of Energy,Executive,No
betterbuildings.energy.gov,energy.gov,http://betterbuildings.energy.gov,Department of Energy,Executive,No
betterbuildingsinitiative.energy.gov,energy.gov,https://betterbuildingsinitiative.energy.gov,Department of Energy,Executive,No
betterbuildingssolutioncenter.energy.gov,energy.gov,https://betterbuildingssolutioncenter.energy.gov,Department of Energy,Executive,No
blog.energy.gov,energy.gov,https://blog.energy.gov,Department of Energy,Executive,No
bpa-exchange.energy.gov,energy.gov,https://bpa-exchange.energy.gov,Department of Energy,Executive,No
bsesc.energy.gov,energy.gov,https://bsesc.energy.gov,Department of Energy,Executive,No
buildingenergyscore.energy.gov,energy.gov,https://buildingenergyscore.energy.gov,Department of Energy,Executive,No
buildingsdatabook.eere.energy.gov,energy.gov,http://buildingsdatabook.eere.energy.gov,Department of Energy,Executive,No
cams.nnsa.energy.gov,energy.gov,http://cams.nnsa.energy.gov,Department of Energy,Executive,No
catalyst.energy.gov,energy.gov,http://catalyst.energy.gov,Department of Energy,Executive,No
cio.energy.gov,energy.gov,https://cio.energy.gov,Department of Energy,Executive,No
cleancities.energy.gov,energy.gov,https://cleancities.energy.gov,Department of Energy,Executive,Yes
climatemodeling.science.energy.gov,energy.gov,https://climatemodeling.science.energy.gov,Department of Energy,Executive,No
congressional.energy.gov,energy.gov,https://congressional.energy.gov,Department of Energy,Executive,No
connect.ettp.energy.gov,energy.gov,http://connect.ettp.energy.gov,Department of Energy,Executive,No
contractortraining.energy.gov,energy.gov,https://contractortraining.energy.gov,Department of Energy,Executive,No
cxnepa.energy.gov,energy.gov,https://cxnepa.energy.gov,Department of Energy,Executive,No
diversity.energy.gov,energy.gov,https://diversity.energy.gov,Department of Energy,Executive,No
doeic.science.energy.gov,energy.gov,https://doeic.science.energy.gov,Department of Energy,Executive,No
e-trans.energy.gov,energy.gov,https://e-trans.energy.gov,Department of Energy,Executive,No
eapps.fossil.energy.gov,energy.gov,http://eapps.fossil.energy.gov,Department of Energy,Executive,No
eere-exchange.energy.gov,energy.gov,https://eere-exchange.energy.gov,Department of Energy,Executive,No
eere-pmc.energy.gov,energy.gov,http://www.eere-pmc.energy.gov,Department of Energy,Executive,No
eere.energy.gov,energy.gov,http://www.eere.energy.gov,Department of Energy,Executive,No
eereblogs.energy.gov,energy.gov,http://eereblogs.energy.gov,Department of Energy,Executive,No
efad.energy.gov,energy.gov,http://efad.energy.gov,Department of Energy,Executive,No
ehss.energy.gov,energy.gov,https://ehss.energy.gov,Department of Energy,Executive,No
eisa-432-cts.eere.energy.gov,energy.gov,https://www.eisa-432-cts.eere.energy.gov,Department of Energy,Executive,No
emforum.science.energy.gov,energy.gov,https://emforum.science.energy.gov,Department of Energy,Executive,No
energy.gov,energy.gov,https://energy.gov,Department of Energy,Executive,Yes
energychallenge.energy.gov,energy.gov,http://energychallenge.energy.gov,Department of Energy,Executive,No
eota.energy.gov,energy.gov,http://eota.energy.gov,Department of Energy,Executive,No
etec.energy.gov,energy.gov,http://etec.energy.gov,Department of Energy,Executive,No
etrans.energy.gov,energy.gov,https://etrans.energy.gov,Department of Energy,Executive,No
ets.energy.gov,energy.gov,https://ets.energy.gov,Department of Energy,Executive,No
exsitu.wipp.energy.gov,energy.gov,http://exsitu.wipp.energy.gov,Department of Energy,Executive,No
fempcentral.energy.gov,energy.gov,http://fempcentral.energy.gov,Department of Energy,Executive,No
fossil.energy.gov,energy.gov,https://fossil.energy.gov,Department of Energy,Executive,No
gc.energy.gov,energy.gov,https://gc.energy.gov,Department of Energy,Executive,No
gjem.energy.gov,energy.gov,http://gjem.energy.gov,Department of Energy,Executive,No
gnda.energy.gov,energy.gov,http://gnda.energy.gov,Department of Energy,Executive,No
gp.ettp.energy.gov,energy.gov,http://gp.ettp.energy.gov,Department of Energy,Executive,No
heatingoil.fossil.energy.gov,energy.gov,https://heatingoil.fossil.energy.gov,Department of Energy,Executive,No
home.ettp.energy.gov,energy.gov,http://home.ettp.energy.gov,Department of Energy,Executive,No
hsspublic.energy.gov,energy.gov,https://hsspublic.energy.gov,Department of Energy,Executive,No
ibenefits.energy.gov,energy.gov,https://ibenefits.energy.gov,Department of Energy,Executive,No
ig.energy.gov,energy.gov,https://ig.energy.gov,Department of Energy,Executive,No
images.page.energy.gov,energy.gov,https://images.page.energy.gov,Department of Energy,Executive,No
images.pre.page.energy.gov,energy.gov,https://images.pre.page.energy.gov,Department of Energy,Executive,No
inlcab.energy.gov,energy.gov,http://inlcab.energy.gov,Department of Energy,Executive,No
irb.energy.gov,energy.gov,http://irb.energy.gov,Department of Energy,Executive,No
iter.energy.gov,energy.gov,http://iter.energy.gov,Department of Energy,Executive,No
jobs.energy.gov,energy.gov,https://jobs.energy.gov,Department of Energy,Executive,No
luc.ettp.energy.gov,energy.gov,http://luc.ettp.energy.gov,Department of Energy,Executive,No
mailinglist.science.energy.gov,energy.gov,https://mailinglist.science.energy.gov,Department of Energy,Executive,No
management.energy.gov,energy.gov,https://management.energy.gov,Department of Energy,Executive,No
mg.ettp.energy.gov,energy.gov,http://mg.ettp.energy.gov,Department of Energy,Executive,No
navalnuclearlab.energy.gov,energy.gov,https://navalnuclearlab.energy.gov,Department of Energy,Executive,No
nepa.energy.gov,energy.gov,https://nepa.energy.gov,Department of Energy,Executive,No
netscaler.ettp.energy.gov,energy.gov,http://netscaler.ettp.energy.gov,Department of Energy,Executive,No
nnsa.energy.gov,energy.gov,https://nnsa.energy.gov,Department of Energy,Executive,No
npworkforce.science.energy.gov,energy.gov,https://npworkforce.science.energy.gov,Department of Energy,Executive,No
nsddkmw.energy.gov,energy.gov,https://nsddkmw.energy.gov,Department of Energy,Executive,No
oe.energy.gov,energy.gov,https://oe.energy.gov,Department of Energy,Executive,No
olc.energy.gov,energy.gov,https://olc.energy.gov,Department of Energy,Executive,No
orisecompetition.science.energy.gov,energy.gov,https://orisecompetition.science.energy.gov,Department of Energy,Executive,No
page.energy.gov,energy.gov,https://page.energy.gov,Department of Energy,Executive,No
pamsexternalhelp.science.energy.gov,energy.gov,https://pamsexternalhelp.science.energy.gov,Department of Energy,Executive,No
pamspublic.science.energy.gov,energy.gov,http://pamspublic.science.energy.gov,Department of Energy,Executive,No
pems.ettp.energy.gov,energy.gov,http://pems.ettp.energy.gov,Department of Energy,Executive,No
pgdpcab.energy.gov,energy.gov,http://www.pgdpcab.energy.gov,Department of Energy,Executive,No
phonebook.energy.gov,energy.gov,https://phonebook.energy.gov,Department of Energy,Executive,No
pki.energy.gov,energy.gov,http://pki.energy.gov,Department of Energy,Executive,No
policy.energy.gov,energy.gov,https://policy.energy.gov,Department of Energy,Executive,No
ports-ssab.energy.gov,energy.gov,http://www.ports-ssab.energy.gov,Department of Energy,Executive,No
ppsftp.wipp.energy.gov,energy.gov,http://ppsftp.wipp.energy.gov,Department of Energy,Executive,No
